"id","inspectorate","province","date","calculate_natsum","calculate_aqusum","calculate_totalsum","calculate_sumpro","fisher_fishermen","fisher_fisherwomen","fisher_fishfarmer","fisher_fishfarmerwomen","fisher_pond","fisher_pondsize","fisher_processor","fisher_processwomen","xformidstring","uuid","status","geolocation","calculatepatrol_sumcrime","calculatepatrol_sumexhibit","calculatepatrol_sumenforce","calculate001_sumcrime","calculate001_sumexhibit","calculate001_sumenforce","law_enforcement","law_amount","calculate_sumnatural","calculate_sumaqualculture","calculate_totalnaturalaqaulculture","calculate_sumprocessing"
658437269,2,"20","2025-04-23",133,21,154,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2d41df7f-fdec-4b12-9b75-6540387e0d7e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658451684,1,"19","2025-04-18",131.25,0,131.25,20.75,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d2019ee1-ef89-4d36-a9e7-f7800009a47a","submitted_via_web","null, null",5,297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658453188,1,"16","2025-04-18",19,0,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1bec0959-7ead-4668-b6ec-0dd6ecb5cdd5","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658453774,1,"16","2025-04-25",19,0,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","12c79669-e595-48a3-bc48-695cd084287e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658458419,1,"10","2025-04-25",62,26,88,4,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","318b591d-6483-40bb-a16a-9b96735af6b5","submitted_via_web","null, null",2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
658466632,4,"17","2025-04-11",752,536,1288,179,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c5411b46-be4d-4b66-a7a5-81c6264f5a12","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658466674,4,"17","2025-04-11",752,536,1288,179,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","c5411b46-be4d-4b66-a7a5-81c6264f5a12","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658621323,1,"3","2025-04-25",32.5,98,130.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d6826bee-ae28-403c-975b-1e29452ad0f3","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658622052,3,"4","2025-04-25",183,95,278,50,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","ee1de4a4-4dc8-4685-af0c-0046d217a687","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658623562,5,"23","2025-04-14",111.25,3.85,115.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a87cfec9-c8ec-4f47-ae8a-6b7a1bc26320","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658663841,3,"5","2025-04-25",24.98,3.55,28.53,0.15,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","8e889b14-33eb-4485-98a4-bb31e34c4432","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658863539,1,"11","2025-04-25",13,0.6,13.6,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","99b51384-76f7-44c0-887d-6f4c1f8aa9b2","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658872688,3,"4","2025-04-30",190,85,275,57,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","19e69133-e831-4a23-b9d5-f79a5250fade","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
658913492,4,"6","2025-04-25",971,619,1590,219,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d1a97536-e4e1-4b58-b06a-13215ff6d9e0","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659002554,3,"2","2025-04-25",654,12,666,131,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","1a094e26-5873-40ef-b00d-ef9c71da15a8","submitted_via_web","null, null",8,4236,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
659180751,5,"9","2025-04-25",971,300,1271,39,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","df5c3447-54ce-46f3-bfe7-69773daec3e3","submitted_via_web","null, null",2,93,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
659392985,2,"21","2025-04-30",129,205,334,39,39500,1470,11250,1687,23000,575,1650,1155,"aLQEf7RcyAYyquCRdDCr4J","07364eee-23a3-453e-8c31-e26f657ca38b","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659397269,1,"19","2025-04-25",131.25,0,131.25,20.75,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d2019ee1-ef89-4d36-a9e7-f7800009a47a","submitted_via_web","null, null",3,330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659401005,5,"23","2025-04-21",112.54,3.75,116.29,26.56,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","835cbe53-c995-40a7-a8fd-8a2872d42255","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659410952,2,"20","2025-04-30",133,21,154,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","be285bf2-2be5-463b-a557-d444e20465f2","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659438729,5,"18","2025-05-03",954.2,4.7,958.9,25.95,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7d167aab-542a-4a8d-89fd-333834eb55a7","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659462950,3,"15","2025-04-30",525,250,775,23,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","080645c5-22ba-4225-918f-880aafa70f91","submitted_via_web","null, null",1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
659784366,2,"14","2025-04-30",66.89,331.8,398.69,44.63,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","25670596-5f4a-401d-8f26-28a54fa7b843","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659894306,1,"3","2025-04-29",25.5,76,101.5,1.89,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d6826bee-ae28-403c-975b-1e29452ad0f3","submitted_via_web","null, null",2,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
659958022,2,"8","2025-04-30",143.17,73.35,216.52,60.24,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","4a5a94ae-ebe6-495c-80ee-9dee986aa24e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659958703,2,"12","2025-04-30",12.65,204.1,216.75,99,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","a1f4df1d-1b83-4566-a011-966d10ddb788","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659958953,1,"11","2025-04-30",7,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","9148e2e3-e4c2-4f45-b5f0-4667c28eaceb","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659969808,5,"23","2025-04-25",104.89,4.8,109.69,99.8,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f119d8c2-a85f-4e55-9cc4-8630084b4c80","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
659972209,1,"10","2025-04-30",53,23,76,4,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","e771d1d9-ee5a-4704-ad10-e7d6eac795f9","submitted_via_web","null, null",3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
660223332,4,"6","2025-04-30",962,621,1583,221,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","db1742e2-8a29-4198-bd79-acea6aa01fe4","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660234458,3,"24","2025-05-02",0.8,0.8,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","624b10fd-d82c-4b90-99c7-a22a24e4c201","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660273873,4,"13","2025-05-09",4.25,0.44,4.69,1,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","86ffc222-70e7-47b2-aeee-b62032fadcc6","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660296051,3,"5","2025-04-30",24.83,3.05,27.88,0.21,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","43628522-0477-42d3-b647-cae5250bdbf5","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660512200,1,"25","2025-05-09",44,91.32,135.32,2.75,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","77e9c2fa-c211-42d0-b548-f6779b0259e3","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660546771,3,"15","2025-05-09",917,335,1252,82,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2b56ffdb-05d2-43eb-bff2-6a1796d66265","submitted_via_web","null, null",2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
661116972,4,"13","2025-04-30",5,0.3,5.3,0.98,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","9baf8033-f2e7-4384-bc64-f4e87438e007","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661321022,5,"9","2025-01-24",729,110,839,38,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","2e928f1f-49ca-4421-a962-e421eed9c418","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661333332,5,"9","2025-04-30",1061,320,1381,41,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","1d4058de-d6de-4397-8f7d-199899e6bb28","submitted_via_web","null, null",3,69,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
661478269,4,"1","2025-05-09",85,76,161,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","6fe265d5-991b-4a13-99f2-65f83149c9d3","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
661479153,4,"1","2025-05-16",95,76,171,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","59eba4cc-909b-4060-95b6-a1e7d31406f0","submitted_via_web","null, null",1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
661479862,4,"1","2025-05-23",135,76,211,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bbc25ffa-6de5-4179-be84-df4236c6ccce","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
661480364,4,"1","2025-05-30",100,71,171,3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","065ae80e-9cd9-4dfb-aba0-8bf6c15d7a24","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
661485105,3,"5","2025-05-09",26.16,3,29.16,0.41,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","76137e94-718d-4140-839a-12da32c92496","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661592543,2,"12","2025-05-09",23.21,184.1,207.31,91,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","99186880-92b3-4ac6-9930-05ff847a6b06","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661594219,1,"16","2025-04-30",18,5,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","134937cf-a52e-42e0-b73c-b4c3a7427711","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661877720,1,"3","2025-05-09",29.5,183,212.5,3.79,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","bfa3ab5b-549d-482a-b532-d77ea7a57c8e","submitted_via_web","null, null",1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
661895053,2,"20","2025-05-09",164,25,189,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4faaa4f9-2dd2-434c-b595-99d428bb1c08","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661939328,5,"18","2025-05-09",827.5,6.5,834,10.2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","cd5530eb-df4e-49af-96d1-9626d9434486","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661942169,3,"2","2025-05-16",1147,42,1189,137,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","d591a0a0-95fd-466f-a21f-9fe93a024bf1","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
661942424,3,"2","2025-05-09",1115,50,1165,113,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","47220d81-f6d8-4f27-88d6-275530e11de2","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662158883,1,"19","2025-04-30",131.25,0,131.25,20.75,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4a19fb93-d6a9-42d0-b6e4-bebdb80c1a44","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662159136,3,"24","2025-05-09",0.8,0.8,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","84a1e06c-c7c6-48bc-be4c-8e838bb8deab","submitted_via_web","null, null",1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662159424,1,"19","2025-05-09",77,2,79,15,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","feeea976-2880-47f2-a91e-440ba61eec7e","submitted_via_web","null, null",6,450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662159766,2,"8","2025-05-09",129.44,121.35,250.79,51.04,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","d7bc3346-d13a-43d3-bf5a-ef47765016ce","submitted_via_web","null, null",3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
662172351,5,"23","2025-05-09",106,2.4,108.4,13.34,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d325282b-c91f-4670-aff5-0e8477c24e38","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662222225,3,"4","2025-05-09",155,45,200,55,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","dee76c70-b2b5-4b69-bdf1-16273a2584c0","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662222610,2,"21","2025-05-09",107,244,351,49,39500,1470,11250,1687,23000,575,1650,1155,"aLQEf7RcyAYyquCRdDCr4J","6cae5422-b6f3-4b05-aa54-b8c65679e29e","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
662229057,4,"13","2025-05-09",2.3,0.44,2.74,0.9,4034,394,170,0,120,0,135,0,"aLQEf7RcyAYyquCRdDCr4J","b84f93f4-ffe2-40ae-a78b-75c99a0238b1","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662302934,1,"11","2025-05-09",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","9edcc162-0c41-4324-b22b-8ef0ebb758e4","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
662451541,2,"14","2025-05-09",52.6,453.5,506.1,47.51,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","8c0a9685-3b5d-465c-82ae-c79fd7c7aa47","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662454318,4,"6","2025-05-09",1185,761,1946,257,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","080f118f-9e5a-465b-81a9-cc76df1d49fd","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662456145,5,"9","2025-04-30",951,320,1271,37,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","23ce91e0-7df6-4eda-9153-83b7d2ba8e31","submitted_via_web","null, null",3,69,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
662456159,5,"9","2025-05-09",981,330,1311,38,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b5b7d8c3-8476-48b5-a4a3-fe67e8ca052e","submitted_via_web","null, null",1,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
662519328,1,"10","2025-05-09",75,29,104,8,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","df92b808-52ce-4df1-8f5e-ef1cb54ca17d","submitted_via_web","null, null",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
662755979,3,"24","2025-05-16",0.8,0.8,1.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5c2feb84-27a1-49f6-8724-179ab812c29c","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662756783,3,"24","2025-05-23",1.3,1.3,2.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2909f531-07e8-42fe-af1e-3e492c982a6e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662757204,3,"24","2025-05-30",1.3,1.3,2.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","602e7ebe-1050-4e17-a41d-527deb6323b6","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
662800450,3,"15","2025-05-16",1170,335,1505,82,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f91d5331-aa94-446e-8b99-62c51d0c9406","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
663183664,3,"5","2025-05-16",24.68,2.75,27.43,0.1,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","5422af67-d722-495c-b3d5-939125bec367","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663296416,2,"12","2025-05-16",10.97,465.1,476.07,125,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f5ff5204-3f27-466d-a95c-797083502702","submitted_via_web","null, null",2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
663296593,2,"20","2025-05-16",162,26,188,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0aec41fd-4828-4809-afa2-ff7bba783a4e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663298170,1,"19","2025-05-16",77,0,77,15,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","cf364059-ca48-4b04-80b0-ad32bb744836","submitted_via_web","null, null",40,2030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663299226,2,"21","2025-05-16",108,250,358,45,39500,1470,11250,1687,23000,575,1650,1155,"aLQEf7RcyAYyquCRdDCr4J","cfc9d83b-c555-4430-a60f-d6708f0b92bd","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
663305387,4,"17","2025-04-18",1013,765,1778,90,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","744da74f-f91e-4df6-bd98-d7003224bdde","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663305619,1,"3","2025-05-16",30.5,145,175.5,3.38,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2321eaaf-62df-4978-959d-93efcdf7b728","submitted_via_web","null, null",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
663594249,2,"14","2025-05-16",84,751,835,47.78,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","78ec8ba2-e864-4a10-8e7c-709a402a1ff7","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663595363,3,"4","2025-05-16",150,40,190,60,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","f3c10a5b-9689-4f0f-9d40-dcb2b8416ad4","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663598513,4,"6","2025-05-16",1236,762,1998,267,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","e430fed7-ea0e-41a5-91d3-2479dd7cd2c8","submitted_via_web","null, null",27,19,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
663608058,1,"10","2025-05-16",82,37,119,7,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7ec1fd63-9b6c-42ab-9924-e0570e17947c","submitted_via_web","null, null",4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
663662318,5,"18","2025-05-16",824.5,5.5,830,8.5,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","4b873457-a4c5-4a2e-885b-71eae1471dc8","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
663916806,1,"25","2025-05-16",53,98.44,151.44,1.76,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","0f1d6e39-aaaa-4ceb-aca4-45624191c0c6","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
664192194,1,"11","2025-05-16",7,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5e8fd1c0-24d8-4765-a20f-7fcbc50f5cbd","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
664743516,2,"8","2025-05-16",129.43,71,200.43,18,32253,8063,847,287,919,434,12092,9069,"aLQEf7RcyAYyquCRdDCr4J","f2ea722b-b878-492a-b07b-a44aa2a25bc6","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665130473,5,"23","2025-05-16",107.99,2,109.99,15.94,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","5f4c5a2d-6d99-4b62-8260-d4faf6d56ca0","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665130780,2,"12","2025-05-23",16,433.1,449.1,143,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","dd12ff49-aa02-4625-9fdd-1855cc98301a","submitted_via_web","null, null",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
665131021,3,"5","2025-05-23",21.91,3.8,25.71,0.05,0,0,0,0,0,0,0,0,"aLQEf7RcyAYyquCRdDCr4J","0c0a788a-3ee8-4743-8066-a20f6a75c349","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665132167,2,"21","2025-05-23",103,245,348,47,39500,1470,11250,1687,23000,575,1650,1155,"aLQEf7RcyAYyquCRdDCr4J","ed464667-f71f-41fe-8228-3e2ca2d20508","submitted_via_web","null, null",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
665136282,2,"20","2025-05-23",166,27,193,0,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","b4c08d67-50cc-4632-b367-e589e0788714","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665141204,1,"19","2025-05-23",77,0,77,15,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","7315dbe6-b8c2-4631-9adc-1649db8ab872","submitted_via_web","null, null",42,4635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665462512,3,"4","2025-05-23",145,45,190,60,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","2c710c8c-8d8e-41dc-b04d-304912e2b29b","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665466999,1,"3","2025-05-23",19,142,161,3.77,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","adc37542-3343-4109-b0c4-0549a6e4ee24","submitted_via_web","null, null",4,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
665513271,1,"10","2025-05-23",72,34,106,9,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d085249f-81c1-4120-9472-5c088d975909","submitted_via_web","null, null",3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
665519656,4,"6","2025-05-23",1339,763,2102,266,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","d9e9c7af-bf4a-4c1a-9d96-e815d4c4332e","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
665555513,4,"17","2025-05-23",1116,700,1816,88,NA,NA,NA,NA,NA,NA,NA,NA,"aLQEf7RcyAYyquCRdDCr4J","ec3fc78c-4ecf-4e62-a418-cf82f98e71f3","submitted_via_web","null, null",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
